barcodes,xcoord,ycoord
OBORRBOBGOBBGG,1263.8,3506.1
ROGBRROGRORGBB,3150,3198.4
GOBORBOOGBRBGO,3393.3,4417.1
GOOBRBOOOROBBO,1420,3562.3
OROORBBRGOGGRB,3120.3,3347.9
RBBGGGGGOBBBGR,2483.9,3272.3
BRBRGBRGRGBGGO,2955.8,2072.1
OBOGOGGBOBBOGB,4112.8,2119.1
OGORBOOROOOORR,4970.8,3147.1
GGRBGRORBBRBRR,1920.2,4766.1
BBBGGBORBBBOBO,5223.3,4486.5
OOBOROBBORGGBR,4775.6,2204.8
ROBRBGROROOGOG,3888,4338.5
BGRGOOROGROOOR,991.97,4085.2
OGRBBRRBRBOOOO,4425.6,5154.2
BRGRGGGBOOOBRR,4196.7,2589.6
GGBBBOROOOBORR,1184.4,4891.8
GBBRBRGRBRGRRB,5045.6,2121.9
RROBBOORBBBBBR,5637.8,3332
OGOORBRGBOOOGO,4288.7,2571.9
BRGOBBOGRBGBGG,1590,4555.7
ORGOGROBGGGROG,1230.4,3476.5
OGROORGRRRGGBO,3425.3,3428.3
RRGGOBGRGGGRBB,2827.1,4347.4
OOBOBRGRBBGBRG,2350.2,3405.2
RBOGRRORRROOGR,3363.5,4721.8
OBGOOGOGOBRRBO,2119.1,4230.8
BRORGBBGOOBRGB,891.02,3480.7
ROBRGRBGOOGORB,4072.1,2768.3
RGGBGRGBOORGGO,1809.1,4708.8
RGBOGOGGBGRGOG,1890.1,4881.4
BGGBRORGRGGRGG,1156.5,3539.2
BGGOOBRGGROOBR,4550.2,4995.2
RORGORGBOBBRBR,1547.6,4397.6
RROGGRROROBBGR,5332,3500.2
OOOOBGBOOGRRRO,3794.5,2143.9
GGOBRBGOGBOOOR,4036.7,2320.7
BGGOBBOROBBRRB,3403.7,3486.4
BGBBOBGGOGBGGB,4441.8,3948.4
BRGOBOBOOORGOB,4795.4,5031.8
GGBBGOOOORGORG,3903.5,5153.3
RRBRGOOROOGRGG,3464.1,4438.7
GOGBOGORBOGBRO,2995.9,5046.4
OGBOGGROGRGOBO,4034.9,2620.2
GOBBGBOOORGOOO,2279.9,4247.5
BORBBROROOOGRB,1443.8,3712.2
OBRORBGOOBGGGB,4165.8,4226.6
ORGGROBBRBOBGR,3575,3489.7
GORBGBRRGORBBO,1219.8,2657.5
BOORGROBOGRGGG,3838.8,1896.8
RBGGRGBBBRGBBR,2270.5,3525.3
OOBORGGGBOBOBO,3474.5,5204
BOOROGOBROGGOR,2514.5,3256.8
GOGGGBGORGBOBO,3170.2,5368.3
OBGRBBOOGOGGGG,2298.2,3520.6
GORBGGOBORBOBG,3790.8,2853.5
GBGGRRRBRBBOOR,2130,5295.5
OORGBRGOGRRRGG,3750.9,3230.7
OOBGNBBOROBORG,4346.4,4914.1
GBORORGBRORROG,1376.8,3911.4
OORRNBBGBBGGOG,4273.5,4078.9
BBRGBRBROBGRRG,2110.4,5234.7
BBRBBOGGBOOROG,1324.4,3984.8
ORGBOROROBBGRR,1996.1,4757.8
BBGOROBRBRBGGR,3979.2,3118
OBGGOGROGBRROO,1172.1,3891.8
OBGBOGROGOOOBR,3326.1,4430.4
GOOGOORRBBGGBG,4757,4274.9
ROGBRBBGBBGROR,5314.9,3852.6
ORBGBOGRBBBBRB,3614.8,3383
ORGOBBOOGRGRRO,2045.4,5139.3
OGBBROBGGRBRBB,2683.8,975.76
GBROOROOORBOGO,3054,446.58
GOGGRBORORROOO,3447.5,2369.5
GGBGROOOGBOGRB,3889,3221.6
BGORBRBRRBGBRB,1292.7,3066.7
ORGBOGBGRORRRO,5577,3727.3
ROOOBORRRRORRB,3356.9,2392.5
OBGGRBRRBOGGGB,3419.4,5458.3
BOOBRGBOOROOBB,1363,3336.7
RGGOOGOGGROBOR,2404.2,4302.9
OROGGRGROBRORB,1819.8,783.75
BRGOGBBRORRORO,3869.4,5251.3
GRGORRGROROGRR,4413.8,3967.5
RGRRBRBGOOORRO,4966.3,2218.3
OGOROGOGGRBOBB,1349.1,4311.9
GBBRRBOBGOBGGO,2712.8,4340.2
BRORRROGBOOBGR,4009.9,3070.9
ROGRGRRGBOBGBR,2977.2,2230.2
RROGGBORBOGBBG,3135.6,3548.7
BRGGGBBRBBRRBB,2244.7,3032.8
GGOBBBBRBBBBBB,2785.8,2491.3
BBROGGRROBBRRG,3990.9,4854.9
OOOBBOOGOOGGRB,1224.3,2692.2
ROOONGRGROGOBR,3562.7,3405.1
OBGGOBGGBGBBOB,4331.8,2458.6
GRGBBROGBOGOGO,2729.3,2578.1
BRRRGGGRBRBORO,3120.4,5467.7
BBORBRBGGOROGO,3601.7,2969.6
ORROOOGBRRGBOG,1897.9,4264.4
BOOOGGORBRGRRG,1405,3758.2
RBGOBBGRBGROBO,3564.1,3335.9
BOGBBOGOGOOROO,5622.8,3497.5
BORRBBRRBGRGRG,3807.8,3261.2
OBBRRBBOGRGRRO,2735.1,3267.5
RGBRROORBRROBO,1661.7,3749.6
RRBOBBBRBOOBRG,3748.6,3794.9
RBGOBGBBOOGBOR,3099.8,4403.2
GORROGBORBRBRR,4838.8,2179
OOBBBBRORROGGR,1497.1,3684.2
GOGOGGOBORGORB,3016.7,3513.6
GOGOGRRBGBRBRO,877.82,3524.2
RBGOGBGORBOOOG,3267,2181.8
RGOBGOGOORRGGR,3748.1,3290.7
ORGOOBGRGGBBOB,3963.3,4785.2
OOGBBRBROGRBRR,3889.8,3108.1
GBOGBBOORBGGOG,1918,4377.4
RBGOGBRGGROOGG,4185.2,2678
OBGRORGGORRBGR,3860.9,3227.9
RGGOORBBORBRRO,3390.3,3493.5
OBGGGOBGGROROB,3095,4388.9
ROGOBGRROORBRG,4774.1,3543.3
BOBGOGBRRRORRO,1692.8,3957.7
BOBBGGRBBORRRR,1983.2,1707.9
OGBGGGGGGORGOR,196.41,2528.7
OOBRBROOROGOGR,1851.4,4861.4
RGOOOGGBRRROGB,3232.6,2499.4
BRRBBRGROBOGRB,3341.8,5087.3
GORBBGBGROBBOR,2157,1082.7
RGRGBBORGBORRG,2413.8,4277
GOGRGBBOGRBGBO,3542.2,3349.5
OORBNRORORBGGR,2942.9,384.72
OBGGRBORGRBGGB,3595.1,5573.9
RGBGGOOGBOOOGB,1735.6,1386.1
RGBOBBOROBOOOB,2114.4,5207.8
BBGGRRROGRROGG,1483.8,3145
RGBGOROOGOGGRR,2717,2566
RGGRBRGOGROBGR,4099.7,4280.7
RGROBGGBGBROBO,988.63,2711.1
BGGRRBOGOROGRG,4306.2,4130.2
BGBORBGGBOROBR,2528.2,3405.6
GROGOBRRROROGB,2400.2,3336.4
ROBGBBGOORRRBO,5118.8,2171.6
RORGRRROOBRGBO,3593.9,2979.1
OBRRBRBRBOGBRR,3931.3,2933.3
BGBBBRBOGROGBO,3015.9,348.35
OGOBOGBBGBRGOO,3030.3,4405.1
OOBOOGORRRORRO,1469.7,1761.9
RRRGGBRBORRGBR,4110.4,4267.8
OGGGGRBBOGBOGO,846.24,2833
RORGGBBOBOGOBO,3366.1,3178.6
GOBROOOBBRGBNR,1910,4556.5
OGGOBGGBOGOGBR,4975.2,4782.2
ROGBBOBORRRORR,4523.4,5125.6
OOGRGGBGOOBBRG,5030.2,2236.6
GBBROBGOOGBBRO,2948.3,5257.3
OROGBOOGRBBOGB,2074.5,5153.6
OBGBBRGORBBROB,2646.7,3237.2
GGGBORGBORBGBR,4707.5,3600.1
GOGOORRBRBORRO,3735.6,2870.3
OBGGBOROOROROO,3895.8,4315.8
BBGRRRRBOGBBBG,1607.8,3964.6
ORBRBBGORGROBB,3322.2,3365.7
GOBRRBGORRROOR,3623.3,4912.6
RGBOGBORORBROR,2574.3,3422.4
GBGBBBBOGBGOGB,1877.2,4538.4
RGORRBOGGOBRGR,3574.5,1820.1
OBOGOBOGBRROGO,1764.6,3855.1
GBOOBOGROGGORG,1883.1,4781
BOORBRBROOBRRB,1776.9,1607.7
RRBBOBRRBBBRRB,1458.8,2313.3
BOOGRBBRORORRR,2262.1,3363.5
ROBOBOOGRRBBBB,3699.8,2904
BOGGBORBORGOOG,5734.6,3388.2
GBGOBOGORROBOB,4997.4,4032.8
RRBORBGOGGOBOB,3840.8,4411.1
OBRBBBGROBGBRR,2986.5,3483.8
GRRGGBGBRBBBGR,5038.9,4073.7
RGGOOGBBBGOOBR,1595,3202.5
BRORGBRGBOGOGR,4866.8,2200.7
OROBBGBORBBRBR,2512.3,3304
RGOOBRBGBRRBBO,2441.6,2610.3
GBROOOBOGBORGR,2102.2,4937.3
BRRGGOBROORBRB,1685.3,3699.3
BBBOROBBRRGGGO,1603.2,3252.6
GRGORRRBORRRGR,4046.7,4331
BGGRRGGORRRROR,2902.4,3480.2
GGOBRGOOORBOBO,3088.9,1704.5
OBGRGRBROOBGRB,3244.3,3403.9
BOBROGRGGRGBBG,5031,2932.9
OGONRBOBRGROBR,2157.9,4930.4
BOORRGRBRBGBGG,3959.8,3098.7
RRBGGBORBBGBBB,3214.3,3496.1
RBGROGGRGOGRRG,415.63,3133.1
BBGGGRROOOGRRO,3042.8,913.57
GOGOBBGOBORBGB,3365.4,1789
GGOOOBGBBRORRO,3332.6,3118.2
ORRROBGBBRGOGO,1609.7,3224.8
GOBBRBBOORBGOG,5101.4,2242.1
GGOORGBGROOGBO,3229.9,3509.6
OOORRBOBGOOOBR,4099.9,4260
BGROBBOOBROOGR,2959.3,4544.2
GGOOBOGGRBBOGR,2945.2,1375
RGRBBROBGOBGRR,2461.9,3259.9
RBGGOBGRBBORRO,5592.8,3936.5
BRBGBRRBROBOGR,4391,1025.1
BGBRGGOBOGGBBR,2004.7,4745
BOGORRRRBRROGG,1552.2,2303.1
GORBBOBGRRBOGB,3273.1,5436.1
BORRBGGBRORGGR,4335,1637
BBORRRGBGBOBBR,3363.2,4481.5
BOOGBGGOROOGGR,1862.7,4373.3
OGRROGGGBOBOGO,4327,4094.5
ROOGRGOGGRRRRB,5005.8,2993.5
OBBGOGOGOBBBRG,4210.3,4876
BROBBBROROOOBO,2501.4,3219.2
GGOOBOBGBOOGGO,1822.3,2675.2
ROORGRGOORBRRR,1296,3841.3
RRGRGGGRRROOOB,2045.4,4219.2
ROGRGROBORGGRR,1131.9,3438.4
GBBGBGOBGBBRRR,2262.4,3453.2
RBRBBGBBRBGBOG,3184.5,3201.1
GBGGGOOROOGGGR,3192.9,1035.6
RBBGOGOROROGOR,3265.3,5327.2
GGGBOROBORGGGO,1953.3,5051.9
OGGOOBOGRGBRBG,4491.5,3867.1
BBGRBBRGROOGOO,5132.1,3977.1
BBGBGOGGGOGOOR,4439.6,2453.3
BRORBGROGOBROG,4268.2,5007.4
RGRGBGGRBBBORR,3047.5,1785.3
BBBGOGBBRBGGGB,4278.1,2541.4
ROOORBOGOBRGOB,3439.6,1217.9
RGBOOBBBBGBOOB,4242.6,4126
BGBRGBORRRBRRG,2305.3,3319.6
BBBBBOBOORBGOG,2227,3125.7
BGRROGBGGOBRRO,1428.6,4532.9
GBRBBROGBBGBGO,2444.4,4304.8
RORGOGOBGBBOGR,5152.4,2684.7
OGRBOROOGBBOBO,1772.5,1679.7
GORROOOOGBGGOO,3438.3,5331.8
BRORRRGOOGGBGB,5134.5,2355.1
GGGGBBBOGRRBGB,1917.4,1373
RBGRGOOORRBGOR,3907.1,5442.4
GBROGRRBBOBBRO,4590.2,3855.2
OOGBGRRROBRBRR,1887.4,4187.9
OROGOBOGGBROBB,4501.2,3935.4
OBOOOROBOBGBBB,3548,3408.3
BOROOGOBOBBGOO,1430.5,2283.7
ROGGGBORGGOOGB,4173.7,2718
BRROGGBGROOGBB,1816.7,2523.3
RORGORBOBBBBBB,2931.3,3278.9
OORGRGOBRGGBOB,1769.1,3804.9
GROBBBGRBBORRR,2963.8,3424.8
RBGOBBGROORBRB,1371.5,2435.9
BRGOOOOGRGRBGB,3561.2,3524.7
OBBGROBROBOBRR,3360.4,3471.8
BORGBOGGGOBGGR,3551.6,3009.3
ROOONROOOOOBOR,1741,3345.1
RRGRBGRBOOOROB,4343.6,4018.3
BROBRGRGORROBG,1521.8,4158.6
BOOOBBBBRRROBO,1788.8,3395.2
OOBBOGBBBRORRO,4971.3,4714
GGGOGBGGRBRGGB,3288.7,2160.6
RBGOGOOGBBGBGO,1985.8,4537.7
OOOOBBGBOOROBO,1907.6,3430.5
RORORGBGGGBGGB,1818.4,4723.8
BGOONBGGGRBOOG,4410.9,5156.9
OBOBORRORBOBGG,3379.4,3436.1
RRRBBGORORRBBB,4653.8,2318.8
GORBBORRRRBBRO,2975,3525.4
GOGRRGGRBOGGOO,5077.6,4628.1
GBROBBGBRRORBG,4474.4,4715.7
GOBGGRBBRRROGO,2212.3,3404.1
RROROGBOGBGRBB,2736.6,3479.9
GOGRGGGOGRBRGR,1551.5,3057.7
GOORGGRBRRBGBR,4383.6,5208.4
OOGRBGOOORBBBO,5444.9,4071.7
GBGBGGRGBBOGBB,5156.5,2700
ORRRRRRRGOORGG,1475.3,2123.9
OOBBOBRBROBOBO,916,2391.5
RBOGGROOROBOOB,4204.3,1197.9
BOOBOBBBGBOGBO,2139.9,2401.2
RGBGGOORGOOBRO,1178.7,3501.9
RGROROBRBRORBO,3615.1,3031.9
OGGOORBOGOBGBG,3032.3,4390.4
OOGOOGOGGGGGBR,2068.9,6024.3
OOBBBBOOGBRBOB,3456,4476.2
GRORGGRBBOBGGB,5014.6,3107.1
OGOBOROBRBGGGG,1942.1,4589.7
BBBBBBGOGBBOGG,4633.4,4844.2
RORGROBROGROGO,1504.2,4378.2
OGOBBBBGRRGRRG,2247.8,3413.8
GGOGBRORRBRBRR,1481.3,4137.8
RGRRORORBBBBBB,5000.1,3480.1
RRRGBGRBBGGBNR,583,3151.2
RGOORRROOGBOBO,3293.4,3429.5
OOOOORGOGOBROG,1164.1,2592.5
GRRRGGOOGRBOOG,1041.8,3322.9
RBRBRBOBORGBOR,3802.9,4425.5
OBBGOROGGRGBGG,1126.1,3339.3
GGBRROGBOGOOBR,2429.9,3333.7
GBGBORRRGGBBBB,2255,4944.3
OOOGOBRGOGRGGO,2484,4282.9
GRBOOBGGGOBBRO,2091.3,5480.5
GRBGRROOGBRRGG,1450.9,3766.7
BBRBGRGOORORRR,1675.1,1830.3
GGRORGOORGROGG,2657.1,3290.7
RGRBRBORBBGBRO,1251.8,3569.6
GOGOGRBBROORBG,3158.4,1264
BRROBGOOROBGGG,2980.9,3194.2
OBGOGGOORBGGRR,1408.1,2547.9
GOROOOGORGROBG,4946.5,2233.7
BBGGOBBROGORRO,1869.1,4462.1
BGOGGBOROBGGOO,1508.1,3217.3
ORBOBGBGBRROGR,4761.5,2237.7
GBBROBBGRGBBRB,4893.9,2143.2
GOOOGOOOGOORGG,2344.5,204.9
OBRGORROBOGOBO,4445.6,5193.1
GGBRBRGRBBGRBR,1339,2368
ROOGBBOORBOGOG,2155.4,3515.9
BOGRGBGOOOGBBB,3834,726.59
ROOGGROBRBBORR,5084.2,4267.3
ORROOOOBRRGOBO,1893,3312.2
RGORGBRRGRBRRB,2110.4,5043.3
BRBRORROBRBGRB,3538.7,3037.9
GGBGBBGOBOBGBO,1148.1,1414.5
BOGRGBRGROBRRR,1455.4,2621.3
BROBRRRGOGOBGO,3385.4,3142.3
GBOBBGOORBGOOG,4447,4504.5
GRGRGBGRBRGGGG,2110.2,4199.9
BOOGOBGBBRORRR,1735.9,3781.3
BBGGOOOBOGOOBR,1293.5,3047.2
BBOOOOBORGGROB,1379.2,2274.4
OGOORGOGRBROGR,5052.8,3040.2
OOGOOBGOGORORR,3928.2,4292.5
RGOGBBOGGROOBB,2332.9,3335.4
OBGBGOOBOOROBB,1195.5,4934.2
GOGRGBOBRGBROR,2872.7,3472.2
RBOBRRGBROROGR,4546.3,2381.2
OOORROOBOGGOBO,3776.7,3164.5
RGGBRBGOGBBBGB,5325.5,2824.8
ROGGBGOOBORBGB,4552.7,3850.2
BBBBBGBOGBBOBO,4403.1,3934.4
OOBGBBBRBBBBBB,3673.8,2755.6
BRORBBRROOOORO,1150.1,1976.9
ORBROOBGGRORBO,1458.9,3674.1
BGOROBBGGRRORB,3379.3,1494.8
BRGOGRRGRROORB,1711.9,4402.5
GGOOBOGOOROBOO,4596.3,3747.3
OBOORGOBBROBOO,1556.7,3172.2
BOORRGOGRGORRO,3764.1,3375.7
OOBGGGGRBBBBBB,4822.4,1862.1
OBBOBGBGOROBBR,2573.3,3322.3
BRGBBBRBGRBOBR,3932.8,2750.8
BOGBOBGROBOOOO,1265.6,3085.7
RRRBBRBRGRGORR,1066,1604.2
OOBOOGOBOGGRBO,4542.7,2413.6
RRBBORGRBOGGRB,3488.5,1509.4
BOOOOBROGRRGOG,1245.2,3608.7
RORGROOGRRBRRB,2145,5291.5
GOOOGRGGGRRGOB,1688.1,4110.6
BBBBBOBBGBOORB,4633.9,3773.7
BBGRGBBRGOOGOG,2323.9,4285.3
RBOOOOGGGOBGOB,4290.7,4127.3
GGBBGGBRGGRGRO,3573.2,2996.6
GGBBGBBGROOGGR,1088.8,2878.5
GRGRBBOOOBBRNR,3393.8,3085.8
GBRBBBRGGGROBG,2209.8,3457.2
GGBGGBOGOGBOGR,2326.6,3484.3
GRRRBOROGBBOGO,1510,1647.6
ORGOORGBOBOBRO,2283.3,5741.1
GRBOORGGRRBRRO,3073.9,3200.6
BOGBGRGRBOOOBG,1785.2,2526.5
ORROROOOORBOGO,3975.4,4991.9
BBOBROOROOBRRG,3262,3430.8
RGRBOBGGBGRGOG,5689,2728.2
OGGRBRBBORBBOO,2831.4,2487.9
BROBGOGBGOBOOR,3170.7,1452.4
GOBGRBRGGBORGG,3993.1,4336.8
BOGBGBGGBGOOGG,976.43,3534
BOOBGBOGRRRBGB,1425.8,2403.8
RORGGBRRBBGGRR,3064.6,2747.1
ORBGOBBGGOROGR,3576,2964.3
BGRROGGBGOOOBR,4909.4,3259.5
RGOOBBBGBOGGOR,3112.9,2455.9
RBROROOOGOGBGO,1342.6,3351.8
GOROBORBBOGOGG,3147,5402.6
BOBRGBGGOBORRO,2900.3,5425.6
RGORGBGRORBRRO,1903.4,4383.2
RRGGGGBRORRRRB,2143.4,4874.5
GBRRBGGRROOGBO,2010.8,4215.9
BOOGBBGRORORRG,1678.6,3347.4
ORRRBGGGRGGROG,2974.4,415.85
GOONGROGBOGOGO,3691.5,3334.6
GORGRRGBOGGOOR,1349.2,3214.2
OOBGBGBBROBOGG,2057.6,1832
RRGROOOBORGBBG,2758.4,3398.6
RGOGBGOBORBOBO,5214.9,2215
OGOOBBGGGBRORR,923.3,2137.3
OBRORBGOOOBOBG,5140.1,2221.6
GROOGGRBGBGGOR,1033.3,3487.1
BGOOBBBRORRBRR,1955,4168.1
RRBBRRROOBOBRG,4605.2,3803
BRORRGRRRRBRGB,1396.8,3371
RRBGRORBGBRBBB,2888.1,543.57
RGOOGROBROOOGG,3024.7,895.47
BRGGOBRGBORRGG,2048.3,4707.7
RGGBGGGBRRGOBG,5098.4,4623
OBRROBORBRGOBB,4073.8,4788.1
BORBGOGROBBOGR,1626.3,3232.1
GBOOBGGBOROGGG,2773.1,3467.6
GGGGGBBGRGROBB,4111.9,5095.8
ROROBRGGRGGRBR,3164.8,3564.2
RGGRBBROGGOBRO,3023.1,2322
GORGGOOOGROOGO,2936.5,3212.4
GRRBBORBGBRGGB,3817.7,2741.7
ORROOGGGBRORGO,2078.5,2822.8
GGRRBORRBBRRRB,4844.3,3515.8
GGRGORBOGRRBBB,4225.3,4922.7
ORBRRGRGBOGOGG,3311.3,4422.7
GGGBBBOOORGBRR,3978.4,875.56
OGGRRRRROOGGGB,2911.9,5455
BRBGBRROOGBRBG,4379.4,1098.5
RGROOROOGBGRBO,3858.2,5182.3
BGOGRBOGRBOOOG,3968.6,3071.3
BORROGGGGRBBBG,5256.4,3863.8
BGRBOBGGGORGGG,2255.9,4263.8
BBBGBBGGROOGBG,5084.2,3533.2
RBGOBBOORBGGGG,5119.6,3947.5
RGORORGOGBOOGB,1443.7,4566.3
BBBBGGRBOORORG,4256.3,4151.3
BOOBBOBGRBOOOR,2214,3377.1
OROGRBORBBBBRR,5595.3,3760.2
BGBRROGBOGROOO,5414.6,1789.5
RGGORORGOGOBBG,3695.4,3365.1
RRGRGRRBGOOOBO,4682,2322.5
GOGOOBGROGBBRG,1788.7,4827.4
GRBBGGRGGRGGGR,3868.9,4362.9
GRRRORRROOGBRB,1071.5,3537.2
BBBNOGOGOBGOGR,2321.8,3499
BRORBOBROOBBRB,2866.4,3204.6
OGOBRROBRGGRGO,3979.8,1924.3
BOROBRROBOGGGR,4915.2,4763.4
OORROBBROGRRGR,2001.6,4589.9
BRGGGRRBRGROBR,3149.1,4440.9
GOGBGOOORGGOGB,1183.7,3547
GRBOBBORRORORO,2758.5,5089.7
RBRGBRGOGOGGBO,5646,2814.8
GRBRGBBROBGORB,1781.6,3244.5
RGBGGRBBROBOOB,1636.9,3160.2
GGBBRGBGGOGOBO,2239.5,1489.5
BGBOGBBGBGGRGR,2059,4717.6
GBGGBRBOGBGRGG,3430.8,3454.9
RBGGGOBGBORGOO,4579.9,3785.3
BOBGBGBROOBORR,2905.3,4814.3
BOORORGBRRGOGO,4989,4680.8
BBOOGGOOGBRGOR,3630.5,2308.8
BGRROORRBBGBRO,2557.7,506.71
OGBBBBGRBRBBRO,2919.9,3221.2
OOBGOGORGGBGBR,2235.2,4216.4
OBGOBRGBORBRRG,1577.3,3297
OGBOGGOGGORRGO,3304.2,3553.7
BORGBGGBBRBGBR,3610.1,3445.9
GGOOOGOBGRROBG,3779.7,3231.4
BBOGRBOGBOBBGR,2661.9,2552.8
BGROBOOBGOOBBB,3863.6,1077.7
RGOROBOOOBROOO,5131.2,2194.9
GGBROGOOGOGRBR,1867.3,4076.9
RBGRRBRGBBORGG,3037.3,984.84
BGBRRGOGGRRRRB,1640.3,2922.4
RBGOBBGGRBGOGB,5116.4,2137.9
GRGROGROOORROG,2361.8,4310.7
RBGBORRRBBGGRG,2596.7,3210.6
BOGGGBBOGBBBRR,1612.2,3121.5
GRRBBGGRBBOORR,4473.8,4577.4
OOOORBGOOROROR,1898.3,4778.9
GRGOBGBGBROBGG,2552.3,2731
BRBGORRBROBRBG,1686.9,3729
ORRRRRRRBGGOGG,4193.9,1088.7
BOBGBGGGRBGOGO,4594.5,3778.3
BOBRGBBORBBRBB,3447.9,3035.7
GRROBGBOBGGRRR,4366,5205.1
RRBBGORROBGGRB,4248.8,5076
BOROGRROOOBGBR,1343.8,3676.4
GGBGRROBORGGOG,2075.7,4863.1
BRGOBRBOBOGBGG,4994.4,2228.3
BBBOBBBOORGOGO,1381.6,3317.6
RGBOBRROGBGBOO,2950.3,3218.9
RBBORBBOBOROOR,3785.5,2798.9
GGOGGBOGOBGOGG,1412,2398.3
BBRONBBGBOOBGB,3623.9,3438.1
GRROGGGBOBGBBO,4868.3,4619.8
BBGOGBRBROGBGB,2377.9,3437.4
RBGGROGBOBROBO,3303.6,1255.2
RGGGGROGGRRGGG,1711.1,2596.9
BGORBBOBROGGBB,1526.5,3704.2
OBOOOBGGRRRGGR,1510.8,1555
OOOBRGOBRRGOGG,3393.1,2554
OGBBROGGRGGGBG,2280.5,3341.3
GORBORRBOBORBR,1909.6,4720.3
GBOROBOBOGBOBG,3707.7,2888.2
ORRRBOROROORGO,991.11,3203.2
BGORRROOGOROOG,1827.1,4464.6
ORRBBGGBROBOGR,4976.8,3295.8
RGOBBRGGGOROGR,3044.3,5458.9
BGRRBGRRBRBRRG,4251.1,1604.1
RGROGROGOOBOGR,1747,3199.5
GOBBOROOOGROGB,3516.5,3454.4
RBBGOOGGOOBOBO,1766.9,4600
RBBGRBRBROBROG,1554.9,3436.7
OROGOBORRRROOB,2100.4,2156.5
BOGGRBGBRGBROO,2005.6,1909.9
GORGRBGROBRGGB,4269.8,4917.8
BBBGOORGGGGGGR,2619.9,3470.5
OGGRBOBOGRGRBB,796.03,4184.9
RGORRGRRROBBOO,2228.8,6028.8
GGGOBGBGGRBBBO,2097.9,2857.2
GOOGBRBGGGBOBO,1986.3,4746
GROBBBGRBBBGRG,5280.5,4188.7
ORGOBOOGBGORBR,2518.2,5079.1
GORBRGBGORROBG,1446.8,3559.4
GGGGBOORGOOBRB,2948.1,5140.2
GBGGRRBGRBGOBB,1905.1,4907
OOGBOBRGOBBOBO,1312,3776
GGOGOGBORROBOG,5297,2673.7
RBORBGBBOGRRBR,2069.8,4220.6
GGORBBRROBRRBO,1066.5,3445
GGOGOBRRGGBRRO,3498.2,4401.3
RORRGBGRGGBORG,4596.9,4418.8
BRGGOOGBOROBGO,3642.7,5129.8
OROBOGOBGOGBOB,1806.5,4396.2
BGBRBRGOGBOOOO,1619.7,4508.7
OBBBROBGGGGRBG,4591.9,2396.1
OOBGBGOBORBROG,2373.7,3500.5
RGOBGRBROBBORO,5440,3718.2
RGRRRBROORGGBO,1848.3,3980.4
BRRBBOGROOOOOO,3232,988.3
BOOOOORGBGROBR,5386.4,3597.4
OBOBBGGBOGOGOR,1875,4793.3
RBOROBBROOOBOO,1822.6,3483.1
BBOOBBRBOROOGO,1415.3,4588
GBROOGRGRBOGOO,2372.8,3517.1
BRORBGORORROBO,2541.4,2378.3
BBGBBBGGRORGBR,4288.6,4073.1
GGBBBGRBGRGGBR,2184.9,3451.9
RBGRBBGROGOGRG,2509.9,3409.2
ROBBGBRBORGGBG,4379.2,5235.1
OROGBBROGROBOB,943.12,2844.4
OGRBBBBBGRBGBO,3325.4,5348.5
GGGGGOOBBRGGGB,1798,4462.6
GBBGBBGOGBOBOO,2580.4,1412.8
GRRROROGGROOBO,5126.7,2210.7
BBBBGORROROBRG,5163.3,2438.6
BOBRRORBRBGGBG,1607.8,3289.1
BGGGGGOGBBROBG,1466.3,3192.7
BGOGBRRGRGOGOR,5016.9,2963.9
GRBRBGRROROGBR,1373.9,3041
ROOGGGBOGORBRR,1427.8,3474.5
GBGRGGGROOBBOR,1619.6,3139.5
ROBBBOBOROOOGR,1933.5,4680.2
BRGGBGBGBOGBBB,1386.5,2432.3
GGBOBRBGBGRGOG,4571.7,2360.2
RRGRBOGOOOROBG,3324.6,3104.3
OBGBGOORGOOROR,3926.7,4277
OOOOGRRGBOBORB,3461.3,2225.7
GGBBBROGGGOGGG,2311.9,2389.4
GBGBRGBGBRGBGR,917.35,2771.8
BRGRGBORORRRRB,2658,958.14
RGOBGRBGGRBOBO,4224.9,1059.7
RGRRBGGORRGGOG,4112.5,2594.7
BBRRGGROGOBOBB,1232.7,1964.9
GOBOORGORGOBOO,2684,4355.9
RBOOGBGOROBOBO,1317.1,2452.2
RRGOGBORBORBRR,3054.1,1023.6
GORGGORRBBOORG,4186.4,2095.7
GRBBOBROOORORB,5498.8,3740.9
GBGGNORORRROOO,3167.7,2623.5
RBGRRGBROROBRR,1153.5,2536.8
BOBBGBROGGGGGG,4063.9,5135
GOBGRGOBORRGGR,3104.5,2624.8
RORGOGGBGROGOB,4309.4,2507
BORBOGOGGOOOOG,1362.5,3717.9
GGGROBORGOGRRB,3276.6,5286.3
BRRGBRBBRRGROG,3788.3,3176.2
OOGOBOBRBGBBRG,1315.9,3441.2
GOGOBOBRBBBGRR,1769.6,2781.6
BGRRGGBOOOOBGR,2003.2,5076.1
GRORBGBROOBBRO,1461.6,2461.5
BBGROBBGBBOGBR,3197.5,1569.8
OOOOBRRGGBRBRG,1899,1272.3
BRORGGBRGRRRRG,2921.5,1008.3
RGBBRBGORBRRGO,3930.8,4374.4
RORGRBBOOGBOOB,3433.9,5281.4
BGOGBBGORGRBOO,1913.4,1785.5
BGBBRRBRRRBGBB,2348.3,4300.5
BOBOGBRBBOBOOR,1200.7,3715.9
BBBBGOGOGRRROB,1256.8,2345.7
